company,# applications,avg_wages
ALINDUS,1,"$74,880"
VISEO,1,"$99,600"
VISIBLE MEASURES CORP,1,"$110,250"
VISION,1,"$58,011"
VISION CAPITAL AMERICAS,1,"$200,000"
AGORA GALLERY,1,"$52,000"
WAGGENER EDSTROM WORLDWIDE,1,"$72,000"
WENDY EVANS JOSEPH ARCHITECT,1,"$53,040"
AGNOVOS HEALTHCARE,1,"$175,000"
ADVISORS ASSET MANAGEMENT,1,"$136,423"
WAYIN,1,"$82,576"
WAYNE TURETT ARCHITECTS,1,"$53,040"
WEALTH STRATEGIES,1,"$46,000"
WEAN ASSET MANAGEMENT,1,"$125,133"
WEAR ABOUT APPAREL,1,"$62,566"
WEATHER CHANNEL,1,"$82,500"
ADVENT SOFTWARE,1,"$144,000"
WEBSTER,1,"$45,000"
WEBTOOLS,1,"$85,000"
WEBTRENDS,1,"$117,500"
ADVENT GLOBAL SOLUTIONS,1,"$61,000"
ADVANTAGE TESTING,1,"$60,000"
ADVANCED PORTFOLIO MANAGEMENT,1,"$63,284"
ADVANCED BUSINESS GROUP,1,"$50,000"
ADVANCE MAGAZINE PUBLISHERS,1,"$56,500"
WEISS CONSULTING,1,"$120,000"
WEISS MANFREDI ARCHITECTS,1,"$42,000"
ADVANCE GLOBAL AUSTRALIAN PROFESSIONALS,1,"$80,000"
WEITIAN GROUP,1,"$66,019"
WELL BUILT COMPANY,1,"$145,600"
WELL FORTUNE INTERNATIONAL,1,"$48,000"
ADSYOLO MEDIA,1,"$48,000"
WELLING PHYSICAL THERAPY ACUPUNTURE PLLC,1,"$70,096"
WELLINGTON PHYSICAL THERAPY ACUPUNCTURE PLLC,1,"$75,000"
ADSTRUC,1,"$107,500"
WELLPOINT HOLDING CORP,1,"$101,036"
WELLS FARGO ADVISORS,1,"$95,576"
"ADP, INC.",1,"$66,769"
WATERFRONT CAPITAL PARTNERS,1,"$150,000"
WATERFALL ASSET MANAGEMENT,1,"$147,788"
AETHERWORKS,1,"$103,000"
WALTER SEAR CONTINUATION DATED 3 15 2000,1,"$67,392"
WAITEX INFORMATION SYSTEMS,1,"$66,290"
WAJSKOL,1,"$37,128"
WALDMAN HIRSCH COMPANY,1,"$54,642"
WALL STREET LANGUAGES,1,"$61,886"
WALL STREET NETWORK,1,"$77,739"
AGILE DATA,1,"$104,000"
WALL STREET TRANSCRIPT CORPORATION,1,"$54,600"
WALLACE,1,"$80,000"
WALLACE FUNDING CORP,1,"$105,000"
WALLACHBETH CAPITAL,1,"$63,000"
WALLEYE SOFTWARE,1,"$200,000"
WALLEYE TRADING ADVISORS,1,"$150,000"
AGENT,1,"$105,000"
AGENCY STRATEGIC CREATIVE,1,"$88,000"
AFFILIATED PRIVATE INVESTORS,1,"$75,000"
AGENCIE GROUP,1,"$72,987"
AGAPE MATCH,1,"$42,000"
WALTER WICKISER GALLERY,1,"$44,304"
WANG ADVERTISING GROUP,1,"$80,000"
AFTRA HEALTH FUND,1,"$114,109"
WAREHOUSE AGENCY,1,"$37,128"
AFTER MOUSE,1,"$55,000"
AFRICAN INVESTMENT COMPANY,1,"$120,000"
"AFI US, LLC",1,"$142,500"
WARREN,1,"$65,000"
AFFINITY TRADING GROUP,1,"$50,000"
WARWICK HOTEL,1,"$57,034"
WASABI RABBIT,1,"$75,000"
VICEROY YORK,1,"$195,000"
VIBRANT MEDIA,1,"$105,000"
VIANA,1,"$60,000"
VFILES,1,"$45,000"
AMERICAN LANGUAGE COMPUTER CENTER,1,"$54,642"
UNITED SOLUTIONS GROUP,1,"$62,400"
UNITEDLEOS,1,"$60,362"
AMERICAN IRELAND FUND,1,"$55,700"
AMERICAN INSURANCE COMPANY,1,"$275,400"
AMERICAN INSTITUTE CHEMICAL ENGINEERS,1,"$80,000"
AMERICAN INITIATIVES SOCIAL DEVELOPMENT FOUNDA,1,"$37,086"
AMERICAN INFOSYS,1,"$84,000"
AMERICAN INFORMATION TECHNOLOGY CORPORATION,1,"$72,987"
AMERICAN HEALTH STAFFING,1,"$52,000"
UNIVERSITY ARIZONA,1,"$97,850"
UNIVERSITY MIAMI MILLER SCHOOL MEDICINE,1,"$200,000"
UNIVERSUM COMMUNICATIONS,1,"$90,000"
AMERICAN FRIENDS STATENS MUSEUM KUNST,1,"$93,621"
AMERICAN FOUNDATION SUICIDE PREVENTION,1,"$37,086"
AMERICAN FOUNDATION BLIND,1,"$71,510"
AMERICAN FEDERATION ARTS,1,"$44,304"
AMERICAN FAMILY LIFE ASSURANCE COMPANY COLUMBUS,1,"$133,000"
AMERICAN DREAM JAPANESE NETWORK,1,"$62,400"
AMERICAN CONFERENCE INSTITUTE,1,"$50,000"
URBAN,1,"$62,500"
URBAN ARCHITECTURAL INITIATIVES,1,"$53,100"
AMERICAN CIVIL LIBERTIES UNION FOUNDATION,1,"$82,879"
AMERICAN BIBLE SOCIETY,1,"$74,871"
URBAN PURVEYOR,1,"$70,000"
URBAN STUDIO,1,"$110,000"
URBANDADDY,1,"$47,424"
AMERICAN ARBITRATION ASSOCIATION,1,"$44,000"
USA,1,"$60,000"
AMERICAN MANPOWER RESOURCE PROVIDER,1,"$44,824"
AMERICAN MUSEUM NATURAL HISTORY,1,"$75,075"
AMERICAN NATIONAL STOCK TRANSFER,1,"$61,568"
UNION INVESTMENT REAL ESTATE GMBH,1,"$189,000"
UHAK,1,"$44,824"
UHAK YORK CENTER,1,"$44,824"
UKRAINIAN INSTITUTE AMERICA,1,"$65,000"
AMICUS,1,"$80,000"
ULTRA FABRICS YORK THINK FABRICS,1,"$40,000"
ULTRABLAND,1,"$45,000"
AMICORP SERVICES,1,"$180,000"
AMERITECH,1,"$60,000"
UNDERSCORE MARKETING,1,"$115,500"
UNICOM TECHNOLOGIES,1,"$77,500"
AMERIPRISE FINANCIAL,1,"$105,350"
UNIFIED MEDIA,1,"$105,000"
UNIFIED SOCIAL,1,"$105,000"
UNION REFORM JUDAISM,1,"$62,878"
UNITED OVERSEAS BANK LIMITED,1,"$95,000"
AMERIKA INTERNATIONAL,1,"$54,933"
AMERICORD REGISTRY,1,"$100,000"
AMERICAS SECURITES,1,"$200,000"
AMERICAS HOLDING CORP,1,"$200,000"
UNIQUE RESOURCES,1,"$80,000"
AMERICANFLAT CORP,1,"$80,000"
UNITED BOARD CHRISTIAN HIGHER EDUCATION,1,"$97,850"
AMERICAN UNIVERSITY CAIRO,1,"$66,110"
AMERICAN SOCIETY PREVENTION CRUELTY,1,"$99,020"
UNITED FORTUNE,1,"$76,149"
AMERICAN SOCIETY MECHANICAL ENGINEERS,1,"$100,000"
AMERICAN PROFESSIONALS,1,"$77,854"
UNITED LEGWEAR UNDERWEAR COMPANY,1,"$106,076"
USABLENET,1,"$63,750"
USWTV,1,"$42,099"
AMERICA PRODUCTIONS HOLDING CORPORATION,1,"$51,272"
ALTAMAREA SERVICES ADMINISTRATION,1,"$100,000"
ALTPOINT CAPITAL PARTNERS,1,"$100,000"
ALTITUDE DIGITAL PARTNERS,1,"$100,000"
ALTERNATIVE QUANTITATIVE INVESTMENTS,1,"$125,875"
VENTROP ENGINEERING CONSULTING GROUP,1,"$55,411"
VENTROP PLLC,1,"$80,000"
VENTURES,1,"$65,000"
ALTEGRITY,1,"$105,050"
ALTAVISTA GROUP INCORPORATED,1,"$44,824"
VERI,1,"$127,500"
ALTARIS CAPITAL PARTNERS,1,"$132,500"
VERIA LIFESTYLE,1,"$75,000"
VERIFONE,1,"$170,850"
VERIFONE HOLDINGS,1,"$168,334"
ALSTON BIRD,1,"$135,200"
ALTRAN SOLUTIONS CORP,1,"$80,000"
ALPINE CAPITAL ADVISORS,1,"$50,000"
VERIZON DATA SERVICES,1,"$101,325"
VERIZON SERVICES CORP,1,"$75,000"
VERIZON SERVICES CORPORATION,1,"$75,000"
ALPHAEON CORPORATION,1,"$250,000"
VERONIS SUHLER STEVENSON HOLDINGS,1,"$100,000"
VERTANA GROUP,1,"$90,000"
VERTICAL DESIGN,1,"$61,693"
VERTICAL FOCUS,1,"$60,000"
VERTICAL SYSTEMS ANALYSIS,1,"$77,000"
VESTORLY,1,"$85,000"
VETTRI GEMS,1,"$45,760"
"VFG USA, INC.",1,"$120,000"
VENSETTE,1,"$150,000"
VENKANY,1,"$55,000"
VAISHALI DIAMOND CORP,1,"$54,700"
AMBAC ASSURANCE CORPORATION,1,"$123,000"
AMERICA CORPORATION,1,"$60,029"
VALENTIN KALICH JEWELLRY,1,"$67,829"
AMERICA CORP,1,"$85,738"
VALERIE PASQUIOU INTERIORS DESIGN,1,"$42,432"
VALJEAN INTERNATIONAL,1,"$52,000"
AMELIOR FOUNDATION,1,"$189,630"
VALUE CONSULTING,1,"$79,000"
VALUE CREATION HOLDINGS,1,"$100,000"
AMBROSINO DEPINTO SCHMIEDER CONSULTING ENGINEE,1,"$60,000"
AMBIANCE,1,"$60,000"
AMBASSADOR BUSINESS GROUP,1,"$60,320"
VARONIS SYSTEMS,1,"$95,000"
VARTA,1,"$76,898"
AMAZON MEDIA GROUP,1,"$130,000"
VENDOME GROUP,1,"$50,000"
VAULT 49,1,"$65,000"
AMASIA GROUP CONSULTING,1,"$100,000"
AMANDA WEIL,1,"$43,264"
VCIT SOLUTIONS,1,"$63,100"
VEA INC,1,"$75,000"
VECTOR MEDIA GROUP,1,"$105,000"
ALVAREZ MARSAL VALUATION SERVICES,1,"$150,000"
ALVAREZ MARSAL SECURITIES,1,"$75,000"
VEEJAY ASSCOIATES,1,"$75,920"
ALVAREZ MARSAL HOLDINGS,1,"$116,132"
VELIO SYSTEMS,1,"$120,000"
VELOCITY WORLDWIDE,1,"$40,082"
ALVAREZ MARSAL GLOBAL FORENSIC DISPUTE SERVICE,1,"$170,000"
WELOCALIZE,1,"$50,000"
WENDY HILLIARD FOUNDATION,1,"$52,000"
STEP RECORDS,1,"$61,250"
YORK STATE OFFICE MENTAL HEALTH,1,"$151,389"
YORK CITY REGIONAL CENTER,1,"$60,000"
5 MATH TEACHING RESOURCES,1,"$90,000"
YORK COLLEGE HEALTH PROFESSIONS,1,"$80,000"
YORK COMPANY,1,"$110,395"
YORK CRUISE LINES,1,"$60,000"
YORK DESIGN ARCHITECTS,1,"$44,000"
5,1,"$120,000"
4SIGHT,1,"$58,000"
48 WEST 21ST STREET CORP,1,"$40,000"
YORK FOUNDLING HOSPITAL,1,"$40,581"
YORK FRENCH AMERICAN CHARTER SCHOOL,1,"$63,000"
451 RESEARCH,1,"$65,000"
YORK GLOBAL CONSULTANTS CORP,1,"$91,520"
YORK GRANT COMPANY,1,"$42,000"
43 FOOD CORP,1,"$50,024"
YORK HISTORICAL SOCIETY,1,"$45,020"
42ND 10TH HOTEL,1,"$53,560"
YORK IMMIGRATION COALITION,1,"$50,000"
406 MANAGEMENT,1,"$137,500"
406 BROOME RESTAURANT,1,"$87,500"
YORK LAWYERS PUBLIC INTEREST,1,"$77,160"
3K TECHNOLOGIES,1,"$71,510"
3I CORPORATION,1,"$203,979"
3DGEUSAGROUP,1,"$82,000"
3CUBE SOLUTIONS,1,"$67,500"
YORK SECRETARIAT INTERNATIONAL ECOLOGICAL,1,"$38,272"
YORK SEIKATSU PRESS,1,"$40,352"
3A SOFT,1,"$65,000"
39 OPERATING,1,"$104,000"
5 STAR APPAREL,1,"$55,000"
53RD CORP,1,"$55,245"
YORK CITY HEALTH HOSPITALS CORPORATION,1,"$160,000"
87AM HOLDINGS,1,"$200,000"
YAMAYA,1,"$38,272"
YARDI SYSTEMS,1,"$80,000"
YARMUTH RADOFF GREEN,1,"$70,000"
AAVENTURA INVESTMENT PARTNERS,1,"$45,000"
AARKAY CONSULTING,1,"$68,750"
"AA & TC, INC.",1,"$55,120"
YASME SOFT,1,"$61,000"
YEHEZKEL,1,"$54,642"
YELLOWJACKET,1,"$90,563"
99DRESSES,1,"$70,970"
YESHIVA TORAH COMMUNITY SCHOOL,1,"$36,504"
9000 CORP,1,"$60,000"
9 DOTS TECHNOLOGY,1,"$80,000"
8760 ENTERPRISES,1,"$85,000"
57 STREET COLLECTION,1,"$45,989"
8 ENTERPRISES,1,"$149,989"
7TH AVENUE ACCOUNTING CORP,1,"$50,960"
YOGA SMOGA,1,"$37,128"
YOKI FASHION INTERNATIONAL,1,"$45,989"
YOON,1,"$93,000"
YOOX CORPORATION,1,"$85,000"
YORGANIC PHARMACY,1,"$93,000"
7PARK DATA,1,"$60,000"
6TH SENSE,1,"$100,000"
61ST MANAGEMENT,1,"$76,149"
YORK CITY DEPARTMENT CITY PLANNING,1,"$60,403"
584 AMSTERDAM REST CORP,1,"$82,659"
57TH STREET COLLECTION,1,"$37,128"
35 DUET,1,"$47,986"
34TH STREET PARTNERSHIP,1,"$63,808"
WERTMANAGEMENT SERVICE GMBH,1,"$97,500"
343 BROOME STREET RESTAURANT,1,"$65,000"
ZENINFOTECH,1,"$60,000"
21,1,"$44,824"
ZENO GROUP,1,"$150,000"
20 38 CORP,1,"$50,000"
2 4,1,"$63,250"
16TH STREET MEDICAL MANAGEMENT,1,"$74,400"
169 EIGHTH RESTAURANT CORP,1,"$107,245"
ZHAO ASSOCIATES ACCOUNTING CONSULTANTS,1,"$54,642"
ZHIYE INTERNATIONAL,1,"$64,480"
161 HUDSON CAFE,1,"$45,000"
ZHOU ENTERPRISES,1,"$38,293"
151 BLEECKER,1,"$42,120"
13TH STREET ENTERTAINMENT,1,"$70,000"
ZILLION TECHNOLOGIES,1,"$60,362"
139 MEDICAL FACILITY,1,"$137,000"
12K APPAREL,1,"$52,000"
ZIMMER GUNSUL FRASCA ARCHITECTS,1,"$41,064"
1199 SEIU UNITED HEALTHCARE WORKERS EAST,1,"$106,089"
ZODIAC SOLUTIONS,1,"$91,500"
1199 NATIONAL BENEFIT FUND HEALTH HUMAN,1,"$108,240"
ZOLA,1,"$170,000"
ZOLA BOOKS,1,"$145,000"
116 WEST HOUSTON STREET,1,"$49,400"
116 EXPRESS,1,"$44,824"
ZUKERMAN,1,"$97,507"
110 ARCHITECT,1,"$54,000"
ZUMA,1,"$60,000"
ZURICH ALTERNATIVE ASSET MANAGAMENT,1,"$200,000"
ZUSE,1,"$73,445"
212,1,"$40,082"
ZELLO,1,"$112,146"
ZEDO,1,"$120,000"
YOUNG RUBICAM BRANDASSET CONSULTING,1,"$55,000"
34 WEST 22ND STREET COMEDY CORP,1,"$41,600"
33ACROSS,1,"$165,000"
32 ADVISORS,1,"$75,000"
316 WEST 49TH RESTAURANT CORP,1,"$150,000"
314 5TH ENTERPRISES,1,"$43,680"
YORK VENTURE CAPITAL,1,"$68,640"
YORK VOCAL COACHING,1,"$72,800"
YORKSHIRE WINES SPIRITS,1,"$110,000"
YOSHII,1,"$44,886"
2LS CONSULTING ENGINEERING,1,"$64,688"
299 10TH BROKERAGE,1,"$62,546"
289 HOSPITALITY,1,"$120,000"
YOUNG RUBICAM A CONSULTING,1,"$62,500"
28 WEST 44TH RESTAURANT,1,"$90,000"
ZEALOT PRODUCTIONS,1,"$95,000"
250 PARK GROUP,1,"$46,883"
YOUNG RUBICAM GROUP BRAVO GROUP,1,"$130,000"
YOUNGSOFT,1,"$92,000"
YOUNOW,1,"$130,000"
YSC LTD.,1,"$55,000"
YUNG FAMILY,1,"$78,000"
YUSEN TRAVEL,1,"$45,989"
YVES SAINT LAURENT AMERICA,1,"$120,000"
ZAGO,1,"$43,000"
23 INNOVATIONS,1,"$84,000"
212 LAFAYETTE ASSOCIATES CAFE SELECT,1,"$76,149"
ZAMEER KASSAM,1,"$79,851"
212 LAFAYETTE ASSOCIATES A CAFE SELECT,1,"$58,635"
AAVISPRO,1,"$68,000"
YALE UNIVERSITY,1,"$57,503"
ABACUS LABS,1,"$100,000"
XYLO CONSULTING,1,"$85,000"
WILLIAMS SONOMA,1,"$104,998"
ACUPAY SYSTEM,1,"$200,000"
WILLIS,1,"$125,000"
ACUMEN FUND,1,"$55,500"
WILLIS YORK,1,"$50,000"
WILLKIE FARR GALLAGHER,1,"$170,000"
ACUMEN CONSULTING,1,"$75,000"
ACTUATE CORPORATION,1,"$94,155"
WILSON SONSINI GOODRICH ROSATI,1,"$250,000"
WINDY POWER,1,"$120,000"
WINE ANGEL,1,"$112,000"
WINE DOGS,1,"$104,000"
WING PARTNERS,1,"$60,000"
ACTIVE DRIVEWAY,1,"$75,000"
WININFOSYS,1,"$65,000"
ACTION AGAINST HUNGER,1,"$63,654"
WINKA DUBBELDAM,1,"$58,240"
ACTFOREX,1,"$61,500"
ACROPETAL,1,"$92,160"
WINSTON RETAIL SOLUTIONS,1,"$64,896"
WINTEK SOLUTIONS,1,"$89,500"
WINTEST,1,"$36,779"
WIRE TRANSIT,1,"$44,000"
ACQUISITION CORPORATION BERLIN CAMERON UNITE,1,"$132,000"
WISSEN INFOTECH,1,"$60,000"
WITHERS BERGMAN,1,"$155,000"
ACQUISITION CORPORATION,1,"$225,000"
WOLFE RESEARCH,1,"$110,000"
WOLFF OLINS,1,"$55,000"
ADAM INFORMATION TECHNOLOGIES,1,"$149,760"
ADAM PLUS COMPANY,1,"$70,000"
ADAPTLY,1,"$140,000"
WETHERLY FASHION GROUP,1,"$50,000"
WESBUILT CONSTRUCTION MANAGERS,1,"$46,800"
WESLEY MOON,1,"$52,000"
WEST SERVICES,1,"$85,000"
WEST VILLAGE,1,"$63,000"
WEST8 YORK,1,"$42,000"
ADOBE SYSTEMS FEDERAL,1,"$119,000"
WESTCHESTER COUNTY HEALTH CARE CORPORATION,1,"$69,000"
ADMINISTRATION,1,"$200,000"
ADMEDIA PARTNERS,1,"$130,000"
WESTPOINT HOME,1,"$92,082"
ADFIN SOLUTIONS,1,"$71,000"
WESTPORT LINENS,1,"$71,698"
WESTWATER EQUITIES,1,"$42,640"
WGC USA INC.,1,"$148,000"
WICKS GROUP COMPANIES,1,"$100,000"
ADEN ANAIS,1,"$116,268"
WHAT LIMITED,1,"$91,007"
WHISPERS FASHIONS,1,"$46,000"
ADECCO GROUP PONTOON SOLUTIONS,1,"$45,074"
WHITE PINE TRADING,1,"$42,848"
WHITE STRATUS,1,"$80,000"
WHITE WINGS CONSULTING,1,"$60,362"
ADECCO,1,"$95,300"
WHITEHALL COMPANY,1,"$96,000"
ADDEPAR,1,"$125,000"
ADDED VALUE,1,"$95,500"
ADBAKX,1,"$65,000"
WHOSAY,1,"$130,000"
ACQUISITION CORP,1,"$102,150"
ACQUIS CONSULTING GROUP,1,"$122,000"
ACOLADE,1,"$69,514"
ABRUZZO DOCG,1,"$66,630"
WORLD PEACE ORCHESTRA,1,"$42,000"
WORLD TEXTILE SOURCING,1,"$63,000"
ACCESS INDUSTRIES,1,"$50,347"
WORLD VISION INTERNATIONAL,1,"$72,816"
ACCELERATE PRODUCT PARTNERS,1,"$60,000"
ACAR FIRM PLLC,1,"$58,011"
ACADIA TECHNOLOGIES,1,"$56,597"
WORLDWIDE COMMUNICATIONS GROUP,1,"$133,500"
WORLDWIDE EXPRESS,1,"$61,568"
WORLDWIDE INVESTOR NETWORK FORUM,1,"$66,000"
"WOT.IO, INC.",1,"$170,000"
WRITERS HOUSE,1,"$41,000"
ABSOLUTE COMPANY,1,"$44,824"
WYNDEN STARK,1,"$60,000"
WORLD HEALTH NETWORKS,1,"$51,000"
ABRAHAM LINCOLN BRIGADE ARCHIVES,1,"$67,500"
ABRAHAM JOSHUA HESCHEL SCHOOL,1,"$56,700"
XCELTECH,1,"$72,800"
XDUCE CORPORATION,1,"$100,000"
ABERKSON HOLDINGS,1,"$44,824"
ABERDEEN ASSET MANAGEMENT,1,"$130,000"
XERO,1,"$125,000"
XEROX BUSINESS SERVICES,1,"$100,000"
XINCON HOME HEALTHCARE SERVICES,1,"$45,760"
ABCDM,1,"$60,500"
XPEDITE TECHNOLOGIES,1,"$86,403"
XPLUSONE SOLUTIONS,1,"$110,000"
XSTELOS CORP,1,"$88,265"
ACCESS MARKETS INTERNATIONAL PARTNERS,1,"$72,000"
WORLD FINANCIAL DESK,1,"$185,000"
WOMEN REFUGEE COMMISSION,1,"$86,324"
ACCOUNTING SERVICES CORP,1,"$55,120"
WONA TRADING,1,"$37,128"
ACMESOFT GLOBAL,1,"$78,000"
WONDERWORK,1,"$99,000"
ACKER MERRALL CONDIT COMPANY,1,"$67,205"
ACHELOUS PARTNERS,1,"$67,205"
WOODLAND TRADING,1,"$81,120"
WOODSON CAPITAL MANAGEMENT,1,"$110,000"
WOODWORKING,1,"$50,000"
WOOLMARK AMERICAS INC©,1,"$162,580"
ACELERO,1,"$125,000"
WOORI INVESTMENT SECURITIES AMERICA,1,"$67,205"
ACCUPOINT,1,"$89,378"
WORK ARCHITECTURE COMPANY,1,"$48,000"
WORK MARKET,1,"$73,000"
WORLD FEDERATION UNITED NATIONS ASSOCIATION,1,"$55,000"
WORKDAY,1,"$110,000"
WORKS,1,"$58,200"
WORKS APPLICATIONS AMERICA,1,"$70,000"
WORKS PERSONAL TRAINING,1,"$49,982"
ACCOUNTING SERVICES,1,"$56,160"
ACCOUNTING RESEARCH ANALYTICS,1,"$85,000"
ACCORDANT MEDIA,1,"$47,424"
WORLD BOOKS,1,"$55,000"
ACCLIVITY,1,"$90,000"
ACCESS THERAPIES,1,"$64,459"
ACCESS PUBLIC RELATIONS,1,"$75,000"
WORLD EVANGELICAL ALLIANCE,1,"$65,000"
WORLD FEDERALIST MOVEMENT INSTITUTE GLOBAL,1,"$65,130"
AMIGOS MUSEO BARRIO,1,"$70,000"
UBIQUITY GLOBAL SERVICES,1,"$105,000"
UBIMO,1,"$205,000"
TAMANOI VINEGAR,1,"$44,824"
SYPARTNERS,1,"$60,000"
SYSFORE TECHNOLOGIES,1,"$75,000"
ATWELL DESIGN,1,"$55,000"
ATTOLLO CAPITAL,1,"$100,000"
SYSTEM EDGE,1,"$60,000"
ATTABOY MAKES,1,"$93,600"
SYSTEM SERVICES CORPORATION,1,"$130,000"
ATTABOY COCKTAILS,1,"$52,000"
ATREAUS CAPITAL,1,"$85,000"
SYSTEMS HOLDINGS,1,"$54,642"
ATOS SOLUTIONS SERVICES,1,"$110,000"
SYSVINE TECHNOLOGIES,1,"$64,000"
T3 TRADING GROUP,1,"$67,205"
ATLAS FASHION JEWELRY CORP,1,"$54,642"
ATLANTIC MONTHLY GROUP,1,"$66,283"
TACONIC CAPITAL ADVISORS,1,"$125,000"
TAIJI BODY WORK,1,"$59,987"
TAILGATE CLOTHING COMPANY CORP,1,"$44,824"
ATLANTIC,1,"$246,887"
ATHLETIC TRAINING,1,"$38,000"
TAKAT GEMS,1,"$56,160"
TAKE 2 PRODUCTIONS,1,"$75,000"
TAKE INTERVIEW,1,"$60,000"
TAKIHYO,1,"$44,824"
TALENT9,1,"$71,500"
TALENTBLOC,1,"$95,000"
TALENTED,1,"$73,445"
ATHENE GROUP,1,"$75,000"
ATHELERA,1,"$100,000"
AUBURN TECHNICAL SERVICES GROUP,1,"$80,000"
AUCTION,1,"$55,000"
SYNTACTX,1,"$49,982"
AUSTRIAN TRADE CONSULTING GROUP,1,"$44,824"
SVENSKA HANDELSBANKEN,1,"$110,500"
"SVT, INC",1,"$75,000"
SWANK,1,"$48,000"
AVAAP,1,"$90,000"
AUTORE,1,"$90,500"
SWAPS MONITOR PUBLICATIONS,1,"$65,000"
AUTONOMY AMERICAS,1,"$200,000"
SWEATSHOP COLLECTIVE,1,"$45,760"
SWEDBANK YORK BRANCH,1,"$138,000"
AUTODESK,1,"$68,500"
SWISSDIAM YORK,1,"$40,227"
SWYCHD,1,"$90,000"
SYMANTEC CORPORATION,1,"$94,298"
SYMMETRY PROPERTY DEVELOPMENT,1,"$50,000"
AUDAX MANAGEMENT COMPANY,1,"$71,250"
SYNAPSE CAPITAL ADVISORS,1,"$104,000"
SYNCANO,1,"$75,000"
SYNCARPHA MANAGEMENT,1,"$75,000"
SYNCORA GUARANTEE SERVICES,1,"$77,480"
SYNCTECH CONSULTING,1,"$62,400"
AURO SYSTEMS,1,"$72,000"
AULETA,1,"$45,989"
SYNERGIC SOLUTIONS,1,"$95,000"
AUDREY MATLOCK ARCHITECT,1,"$53,040"
AUDREY,1,"$40,000"
AUDIOWORKS PRODUCERS GROUP,1,"$57,800"
SYNERZY SOFTWARE SOLUTIONS,1,"$63,000"
AUDIOIS,1,"$45,000"
ATELIER MANAGEMENT,1,"$150,000"
TAMARA MELLON BRAND,1,"$165,000"
TZUMI ACCESSORIES,1,"$37,128"
TAMARES MANAGEMENT,1,"$45,000"
ASM USA INC.,1,"$45,989"
ASIAN CULTURAL CENTER,1,"$40,082"
ASFOUR GUZY ASSOCIATES,1,"$41,500"
ASCENT TECHNOLOGIES,1,"$52,000"
TECHMAGIX,1,"$77,626"
TECHMEDIANETWORK,1,"$40,000"
ASAR AMERICA,1,"$65,000"
TECHNICAL CAREER INSTITUTES,1,"$63,693"
ASAP SOLUTIONS GROUP,1,"$87,360"
ASAHI YORK,1,"$52,000"
TECHNICOLOR CREATIVE SERVICES,1,"$91,835"
TECHNO COMP,1,"$92,000"
ARVYN TECHNOLOGIES,1,"$73,500"
TECHNO STAFFING,1,"$90,000"
ARULIDEN,1,"$46,840"
TECHNOCRAFT SOLUTIONS,1,"$60,000"
ARTSINDIA AICON GALLERY,1,"$44,304"
ARTSINDIA,1,"$65,000"
ARTNET WORLDWIDE CORPORATION,1,"$44,940"
TECHNOLOGIES GROUP,1,"$60,000"
TECHNOLOGIES LIMITED,1,"$56,597"
ARTISAN PARTNERS LIMITED PARTNERSHIP,1,"$140,000"
ARTIMUS CONSTRUCTION,1,"$80,000"
TECHNOLOGY NETWORK,1,"$108,000"
TECHNOLOGY PARTNERS ASSOCIATES,1,"$81,000"
ARTICULATE COMMUNICATIONS,1,"$80,000"
TECHNOLOGY SOFTWARE,1,"$85,000"
ARTICLE PARTNERS HOLDINGS,1,"$74,672"
TECHNOSPHERE,1,"$47,424"
TECHASPECT SOLUTIONS,1,"$104,000"
TECH TAMMINA,1,"$70,000"
"ASM USA, INC",1,"$45,500"
ASSOCIATES OFFICE,1,"$42,723"
TANDEMSEVEN,1,"$115,008"
TANENBAUM CENTER INTERRELIGIOUS UNDERSTANDING,1,"$43,850"
ATELIER,1,"$62,000"
ATALAYA CAPITAL MANAGEMENT,1,"$99,986"
TAOCON,1,"$100,000"
ATABOY STUDIOS,1,"$37,564"
ASTRAEA FOUNDATION,1,"$57,000"
TAPJOY,1,"$165,000"
TARDIS GROUP YORK,1,"$44,824"
ASTOR INVESTMENT MANAGEMENT,1,"$90,000"
ASSURED LABOR,1,"$88,000"
TARTER KRINSKY DROGIN,1,"$60,000"
ASSURED GUARANTY CORP,1,"$275,000"
TAUNTON INTERACTIVE,1,"$165,000"
TECH,1,"$122,500"
ASSOCIATES INCORPORATED,1,"$64,679"
TAVISHA GEMS,1,"$56,160"
TAXI,1,"$65,000"
ASSOCIATED RENEWABLE,1,"$68,000"
TAYLOR TAYLOR ASSOCIATES,1,"$70,720"
"TC RES, LLC",1,"$60,000"
TDAM,1,"$80,000"
ASSOCIATED EUROPEAN CAPITAL,1,"$67,600"
ASSET MANAGEMENT PARTNERS,1,"$67,205"
ASSET CONTROL SYSTEMS,1,"$67,068"
TEAM HEADQUARTERS,1,"$100,000"
ASSEMBLED APPAREL,1,"$52,000"
TEAMAMERICA,1,"$75,000"
AVALONBAY COMMUNITIES,1,"$80,000"
SUSWEE INFOTECH CORP,1,"$100,000"
SUSHI YASUDA,1,"$66,600"
SUSAN SLOVER DESIGN,1,"$45,000"
STOREFRONT ARCHITECTURE,1,"$99,000"
BANK MONTREAL,1,"$138,370"
STORY WORLDWIDE HOLDINGS,1,"$48,000"
STOUT RISIUS ROSS,1,"$80,000"
STRALEM COMPANY,1,"$125,000"
STRANDED MEDIA,1,"$42,286"
STRANG HAYES HOLDING CORP,1,"$50,000"
